id,phrase,msa,country,dialect,situation,addressee,formality,familiarity,humor,frequency,notes
P011,العرض ينتهي آخر الأسبوع,العرض ينتهي نهاية الأسبوع,مشتركة,عربية مشتركة,ندرة زمنية,الجميع,شعبي,منخفضة,لا,⭐ شائعة,
P012,جرّبه، وإذا ما عجبك ارجعه,جرّبه وإن لم يعجبك أرجعه,مشتركة,عربية مشتركة,إزالة المخاطرة,الجميع,شعبي,منخفضة,لا,🔥 شائعة جدًا,أقوى مغلق صفقات
P013,نعطيك فاتورة، كل شي موثق,نعطيك فاتورة موثقة,مشتركة,عربية مشتركة,توثيق,الجميع,محترم وودود,منخفضة,لا,⭐ شائعة,
P014,بين هذين بس، والباقي مش مستاهل تتعبه حالك فيه,اختر بين هذين فقط,مشتركة,عربية مشتركة,تخفيف الخيارات,الجميع,شعبي,متوسطة,لا,⭐ شائعة,
P015,لو كان أخوي، بقوله خذ هذا,لو كان أخي لنصحته بهذا,مشتركة,عربية مشتركة,نصيحة أخوية,رجل,شعبي,عالية,لا,⭐ شائعة,من أقوى أسلحة الإقناع
P016,أنا ما أبيعك، أنا أنصحك — هذا اللي أنا آخذه لنفسي,أنا لا أبيعك بل أنصحك,مشتركة,عربية مشتركة,نصيحة,الجميع,شعبي,عالية,لا,✅ مفيدة,
P017,خذ رأيي: هذا أفضلهم سعرًا وجودة,خذ رأيي: هذا الأفضل سعرًا وجودة,مشتركة,عربية مشتركة,رأي حاسم,الجميع,شعبي,متوسطة,لا,⭐ شائعة,
P018,جرب الأول، بعدين قرر,جرّب أولًا ثم قرر,مشتركة,عربية مشتركة,تجربة,الجميع,شعبي,منخفضة,لا,🔥 شائعة جدًا,
P019,التجربة أحسن من مية كلمة,التجربة أفضل من مئة كلمة,مشتركة,عربية مشتركة,تجربة,الجميع,شعبي,منخفضة,لا,⭐ شائعة,
P020,ذوقه وشوف بنفسك، أنا واثق في بضاعتي,تذوقه وانظر بنفسك,مشتركة,عربية مشتركة,تذوق,الجميع,شعبي,منخفضة,لا,⭐ شائعة,للعطور والطعام
P021,أنا واثق إنك بترجع تشكرني,أنا واثق أنك ستعود لتشكرني,مشتركة,عربية مشتركة,ثقة,الجميع,شعبي,عالية,لا,✅ مفيدة,
P022,اسأل عنا، اسأل أي زبون قديم,اسأل عنا أي زبون قديم,مشتركة,عربية مشتركة,سمعة,الجميع,شعبي,منخفضة,لا,⭐ شائعة,
N001,أعطيك سعر طيب، لا تشيل هم,أعطيك سعرًا طيبًا فلا تقلق,مشتركة,عربية مشتركة,بداية تفاوض,الجميع,شعبي,متوسطة,لا,🔥 شائعة جدًا,
N002,قول لي كم يدك (ميزانيتك)، ونشوف,قل لي ميزانيتك ونرى,مشتركة,عربية مشتركة,بداية تفاوض,الجميع,شعبي,متوسطة,لا,⭐ شائعة,
N003,سومة، وشوفنا,اعرض عليك سعرًا ونرى,تونس/خليج,تونسية/خليجية,بداية تفاوض,الجميع,شعبي,متوسطة,لا,⭐ شائعة,
N004,إذا خذيت أكثر من وحدة، السعر يختلف,السعر يختلف مع الكمية,مشتركة,عربية مشتركة,فتح باب الكمية,الجميع,شعبي,منخفضة,لا,🔥 شائعة جدًا,
N005,عشانك، وبس عشانك، أنزلها لك,من أجلك وحدك أخفضها,مشتركة,عربية مشتركة,قبول تفاوض,الجميع,شعبي,عالية,لا,🔥 شائعة جدًا,الخصم هدية شخصية
N006,أنت زبوننا، والزبون عندنا غالي,أنت زبوننا والزبون عزيز عندنا,مشتركة,عربية مشتركة,قبول تفاوض,الجميع,شعبي,عالية,لا,⭐ شائعة,
N007,بس ما تخبر أحد، هذا سعر خاص لك,لا تخبر أحدًا فهذا سعر خاص,مشتركة,عربية مشتركة,قبول تفاوض,الجميع,شعبي,عالية,لا,🔥 شائعة جدًا,سرية الخصم ترفع قيمته
N008,لك خصم، بس خذ مني قطعتين,لك خصم بشرط أخذ قطعتين,مشتركة,عربية مشتركة,خصم مشروط,الجميع,شعبي,منخفضة,لا,⭐ شائعة,
N009,إذا دفعت كاش (نقدًا)، ننزلك زيادة,خصم إضافي للدفع النقدي,مشتركة,عربية مشتركة,خصم وسيلة دفع,الجميع,شعبي,منخفضة,لا,⭐ شائعة,
N010,هذا السعر أنا دافع فيه أكثر، والله ما أقدر,أنا اشتريته بأكثر من هذا,مشتركة,عربية مشتركة,رفض سعر,الجميع,شعبي,عالية,لا,🔥 شائعة جدًا,
N011,لو كان بيدي، كنت أعطيك إياه مجانًا — بس التكلفة غالبة,لو استطعت لأعطيتكه مجانًا,مشتركة,عربية مشتركة,رفض بمجاملة,الجميع,شعبي,عالية,لا,⭐ شائعة,
N012,هذا آخر شي أقدر أنزله، وصدقني ما في ربح,هذا أقصى تخفيض أقدر عليه,مشتركة,عربية مشتركة,رفض نهائي,الجميع,شعبي,عالية,لا,🔥 شائعة جدًا,
N013,الرقم هذا أنا أشتري فيه من الجملة!,هذا سعر شرائي من الجملة,مشتركة,عربية مشتركة,رفض فكاهي,الجميع,شعبي,عالية,نعم,⭐ شائعة,مبالغة فكاهية
N014,ما نقدر، بس نقدر نضيف لك هدية بدل الخصم,لا نستطيع الخصم لكن نضيف هدية,مشتركة,عربية مشتركة,تحويل الرفض,الجميع,شعبي,منخفضة,لا,🔥 شائعة جدًا,
N015,السعر ثابت، بس أضيف لك الشحن/التركيب/التغليف هدية,السعر ثابت والخدمات هدية,مشتركة,عربية مشتركة,رفض ذكي بالخدمات,الجميع,شعبي,منخفضة,لا,⭐ شائعة,
N016,خذ قطعتين بسعر كذا، أحسن لك من قطعة بسعر كذا,خذ قطعتين بسعر كذا فهو أفضل لك,مشتركة,عربية مشتركة,عرض مقابل,الجميع,شعبي,منخفضة,لا,🔥 شائعة جدًا,
N017,أنا أنزل لك 10%، وأنت تدفع نقدًا اليوم,أنزّل 10% مقابل الدفع النقدي اليوم,مشتركة,عربية مشتركة,عرض مقابل,الجميع,شعبي,منخفضة,لا,⭐ شائعة,
N018,آخر سعر، والله ما في بعده,هذا آخر سعر لا تفاوض بعده,مشتركة,عربية مشتركة,السعر النهائي,الجميع,شعبي,عالية,لا,🔥 شائعة جدًا,
N019,آخر كلام: كذا. إما تاخذها، وإلا أنا خسران,آخر كلام: كذا,مصر/شام,مصرية/شامية,السعر النهائي,الجميع,شعبي,عالية,لا,⭐ شائعة,
N020,هذي آخر سومة، وبعدها ما في كلام,هذا آخر عرض لا كلام بعده,تونس/خليج,تونسية/خليجية,السعر النهائي,الجميع,شعبي,عالية,لا,⭐ شائعة,
N021,خلنا نتوصل: النص بيني وبينك,لنتفق على السعر الوسط,مشتركة,عربية مشتركة,صيغة الوسط,الجميع,شعبي,متوسطة,لا,⭐ شائعة,
N022,بس عشان خاطر عيونك، خذها بكذا,فقط من أجلك خذها بكذا,مشتركة,عربية مشتركة,ختام شخصي,الجميع,شعبي,عالية,لا,⭐ شائعة,
N023,تمام، اتفقنا؟ خلاص، ما نرجع في الكلام,اتفقنا؟ لن نتراجع,مشتركة,عربية مشتركة,تثبيت الصفقة,الجميع,شعبي,عالية,لا,🔥 شائعة جدًا,
N024,ما قدرنا نتفق اليوم، بس بابنا مفتوح لك دايمًا,لم نتفق اليوم لكن بابنا مفتوح,مشتركة,عربية مشتركة,إنهاء بلا صفقة,الجميع,محترم وودود,متوسطة,لا,🔥 شائعة جدًا,
N025,عندك حق، كل واحد له سعره. اتفضل، نورتنا,لك حق، لكل واحد سعره. تفضل,مشتركة,عربية مشتركة,إنهاء بلا صفقة,الجميع,محترم وودود,متوسطة,لا,⭐ شائعة,
N026,اللي ما يشتري اليوم، يشتري بكرة — أنت دايماً ضيفنا,من لا يشتري اليوم يشتري غدًا,مشتركة,عربية مشتركة,إنهاء بلا صفقة,الجميع,شعبي,متوسطة,لا,✅ مفيدة,
K001,عندنا عرض هذا الأسبوع,عندنا عرض هذا الأسبوع,مشتركة,عربية مشتركة,إعلان عرض,الجميع,شعبي,منخفضة,لا,🔥 شائعة جدًا,
K002,التنزيلات بدأت: من 30% لغاية 50%,التخفيضات بدأت من 30 إلى 50%,شام/مصر,شامية/مصرية,إعلان عرض,الجميع,شعبي,منخفضة,لا,⭐ شائعة,
K003,الخصم اليوم بس، بكرة يرجع السعر,الخصم اليوم فقط,مشتركة,عربية مشتركة,تحديد زمن,الجميع,شعبي,منخفضة,لا,⭐ شائعة,
K004,اشترِ واحدة والثانية بنص السعر,اشترِ واحدة والثانية بنصف السعر,مشتركة,عربية مشتركة,عرض,الجميع,شعبي,منخفضة,لا,🔥 شائعة جدًا,
K005,قطعتين بسعر وحدة,قطعتان بسعر واحدة,مشتركة,عربية مشتركة,عرض,الجميع,شعبي,منخفضة,لا,🔥 شائعة جدًا,
K006,آخر قطعة من التشكيلة القديمة — مخفضة,آخر قطعة من التشكيلة القديمة مخفضة,مشتركة,عربية مشتركة,تصفية موسم,الجميع,شعبي,منخفضة,لا,⭐ شائعة,
K007,سعر الجملة اليوم لكل الزباين,سعر الجملة اليوم لكل العملاء,مصر,مصرية,عرض,الجميع,شعبي,منخفضة,لا,⭐ شائعة,
K008,عشانك أنا نضبطها لك,من أجلك أنا أهيئها لك,خليج/شام,خليجية/شامية,خصم شخصي,الجميع,شعبي,عالية,لا,🔥 شائعة جدًا,
K009,لك خصم خاص، ما يعطى لأي أحد,لك خصم خاص لا يعطى لأحد,مشتركة,عربية مشتركة,خصم شخصي,الجميع,شعبي,عالية,لا,🔥 شائعة جدًا,
K010,من عيوني، أنزلها لك,بكل سرور أخفضها لك,خليج/شام,خليجية/شامية,خصم شخصي,الجميع,شعبي,عالية,لا,🔥 شائعة جدًا,
K011,بس عشانك، وإلا السعر ثابت,فقط من أجلك وإلا فالسعر ثابت,مشتركة,عربية مشتركة,خصم شخصي,الجميع,شعبي,عالية,لا,⭐ شائعة,
K012,هذي زيادة (هدية) مني لك,هذه زيادة مني إليك,مشتركة,عربية مشتركة,هدية,الجميع,شعبي,عالية,لا,🔥 شائعة جدًا,الزيادة في الميزان أو الكمية
K013,أنا ما أنزل السعر لأي زبون — بس أنت مش أي زبون,لا أنزل السعر لأي زبون إلا أنت,مشتركة,عربية مشتركة,مجاملة مضاعفة,الجميع,شعبي,عالية,لا,✅ مفيدة,
K014,سعر الكاش غير سعر التقسيط,سعر النقد يختلف عن التقسيط,مشتركة,عربية مشتركة,أسعار الدفع,الجميع,شعبي,منخفضة,لا,⭐ شائعة,
K015,هذا سعر المفرق. لو تاخذ كرتون كامل، السعر يختلف,هذا سعر التجزئة؛ الجملة سعر آخر,مشتركة,عربية مشتركة,جملة ومفرق,الجميع,شعبي,منخفضة,لا,⭐ شائعة,
K016,بالجملة: الحبة بكذا. بالمفرق: بكذا,بالجملة سعر وبالتجزئة سعر,مشتركة,عربية مشتركة,جملة ومفرق,الجميع,شعبي,منخفضة,لا,⭐ شائعة,
K017,كل ما زادت الكمية، زاد الخصم,الخصم يزيد مع الكمية,مشتركة,عربية مشتركة,جملة,الجميع,شعبي,منخفضة,لا,🔥 شائعة جدًا,
K018,لو تاخذ 10، أعطيك وحدة بلاش,خذ 10 وأعطيك وحدة مجانًا,مشتركة,عربية مشتركة,جملة,الجميع,شعبي,منخفضة,لا,⭐ شائعة,
K019,نبيع للتجار بسعر التوزيع,نبيع للتجار بسعر التوزيع,مشتركة,عربية مشتركة,جملة,تاجر,محترم وودود,منخفضة,لا,✅ مفيدة,
K020,كم تريد؟ عشان نحسب لك حسبة الجملة,كم تريد لنحسب لك سعر الجملة,مشتركة,عربية مشتركة,جملة,الجميع,شعبي,منخفضة,لا,⭐ شائعة,
O001,غالي على إيش؟ على الجودة؟ هذا شغل يخدمك سنين,غالٍ بماذا؟ بالجودة؟ هذا يخدمك سنوات,مشتركة,عربية مشتركة,رد على غالي,الجميع,شعبي,متوسطة,لا,🔥 شائعة جدًا,إعادة تعريف الغلو بالقيمة
O002,ممكن يبان غالي، بس شوف اللي قدامه وأرخص منه — وقارن بنفسك,قد يبدو غاليًا لكن قارن بنفسك,مشتركة,عربية مشتركة,رد على غالي,الجميع,شعبي,متوسطة,لا,⭐ شائعة,مقارنة حسية
O003,الرخيص اللي بتشتروه كل شهر = اللي غالي مرة وحدة,الرخيص المتكرر يساوي الغالي مرة,مشتركة,عربية مشتركة,رد على غالي,الجميع,شعبي,متوسطة,لا,🔥 شائعة جدًا,مثل غالي مرة ولا رخيص مرتين
O004,وين لقيت أرخص؟ روح شوف، وإذا ما عجبك ارجع — أنا ما أهرب,أين وجدت أرخص؟ اذهب وانظر ثم عد,مشتركة,عربية مشتركة,رد على غالي/مقارنة,الجميع,شعبي,عالية,لا,⭐ شائعة,تحدي واثق
O005,أنا مش غالي، أنا مكلف. الفرق بيني وبين غيري الضمان,لست غاليًا بل مكلف؛ الفرق الضمان,مشتركة,عربية مشتركة,رد على غالي,الجميع,شعبي,متوسطة,لا,✅ مفيدة,تمييز بالخدمة
O006,غالي بالنسبة للجيب، بس رخيص بالنسبة للعمر,غالٍ على الجيب رخيص على مدى العمر,مشتركة,عربية مشتركة,رد على غالي,الجميع,شعبي,متوسطة,لا,⭐ شائعة,تأطير الزمن
O007,قول لي كم يليق عليك، ونشوف إذا نقدر نتوصل,قل لي السعر المناسب عندك,مشتركة,عربية مشتركة,رد على غالي,الجميع,شعبي,متوسطة,لا,⭐ شائعة,فتح مساومة بدل جدال
O008,معك حق، في ناس تغلي. بس إحنا سعرنا على حاله، والجودة قدامك,معك حق فبعضهم يغالي؛ سعرنا ثابت,مشتركة,عربية مشتركة,رد على غالي,الجميع,محترم وودود,متوسطة,لا,✅ مفيدة,لا يدافع ولا يهاجم
O009,فكر براحتك، بس خذ كل المعلومة قبل ما تروح,فكر براحتك لكن خذ المعلومة كاملة,مشتركة,عربية مشتركة,رد على سأفكر,الجميع,شعبي,منخفضة,لا,⭐ شائعة,
O010,شنو اللي مخليك تفكر؟ يمكن نحله سوا,ما الذي يجعلك تفكر؟ ربما نحله معًا,مشتركة,عربية مشتركة,رد على سأفكر,الجميع,شعبي,متوسطة,لا,⭐ شائعة,يفتح الاعتراض الخفي
O011,طبيعي الواحد يفكر قبل ما يشتري — هذا يدل على إنك عاقل,من الطبيعي التفكير قبل الشراء,مشتركة,عربية مشتركة,رد على سأفكر,الجميع,شعبي,عالية,لا,✅ مفيدة,مجاملة + تطبيع
O012,خذ رقمي، وإذا قررت كلمني — وأنا أحجزها لك,خذ رقمي وأنا أحجزها لك,مشتركة,عربية مشتركة,رد على سأفكر,الجميع,محترم وودود,متوسطة,لا,⭐ شائعة,يحول بعدين إلى التزام تواصل
O013,مش ضروري تقرر اليوم. بس تعال بكرة نشوفها مرة ثانية,ليس ضروريًا أن تقرر اليوم,مشتركة,عربية مشتركة,رد على سأفكر,الجميع,شعبي,متوسطة,لا,⭐ شائعة,يثبت موعدًا
O014,يمكن، بس شوف: أرخص من وين؟ أصلًا ولا تقليد؟,ربما، لكن من أين الأرخص؟ أصلي أم مقلد؟,مشتركة,عربية مشتركة,رد على عند غيركم أرخص,الجميع,شعبي,متوسطة,لا,⭐ شائعة,يفتح سؤال الجودة
O015,الفرق بينا: عندهم سعر، وعندنا سعر + ضمان + خدمة,الفرق بيننا: الضمان والخدمة,مشتركة,عربية مشتركة,رد على مقارنة,الجميع,شعبي,متوسطة,لا,⭐ شائعة,
O016,روح شوفهم، وارجع قارن — أنا واثق من بضاعتي,اذهب إليهم وقارن؛ أنا واثق,مشتركة,عربية مشتركة,رد على مقارنة,الجميع,شعبي,عالية,لا,🔥 شائعة جدًا,لا تخف من المقارنة
O017,ما تشيل هم، عندنا خيارات أحلى وأوفر,لا تقلق، عندنا خيارات أجمل وأوفر,مشتركة,عربية مشتركة,ميزانية محدودة,الجميع,شعبي,متوسطة,لا,⭐ شائعة,لا تحكم عليه
O018,عندنا نفس النوع بس بدون كذا — وسعره أنسب,عندنا نفس النوع بميزة أقل وسعر أنسب,مشتركة,عربية مشتركة,ميزانية محدودة,الجميع,شعبي,منخفضة,لا,⭐ شائعة,نسخة اقتصادية
O019,نقدر نرتب لك الدفع على دفعتين,يمكننا ترتيب الدفع على دفعتين,مشتركة,عربية مشتركة,ميزانية محدودة,الجميع,محترم وودود,منخفضة,لا,⭐ شائعة,مرونة دفع
O020,الأسئلة مرحب فيها، اسأل براحتك — حتى لو ما اشتريت,الأسئلة مرحب بها حتى بدون شراء,مشتركة,عربية مشتركة,زبون يسأل فقط,الجميع,محترم وودود,متوسطة,لا,⭐ شائعة,يزيل الحرج
O021,أنا هنا عشان أجاوب، والشراء قرارك,أنا هنا للإجابة والشراء قرارك,مشتركة,عربية مشتركة,زبون يسأل فقط,الجميع,محترم وودود,متوسطة,لا,✅ مفيدة,
O022,ماشي، بس شوف هذا قبل ما تخرج — سؤال واحد بس,حسنًا، لكن انظر إلى هذا قبل الخروج,مشتركة,عربية مشتركة,فرصة أخيرة,الجميع,شعبي,متوسطة,لا,⭐ شائعة,
O023,الموجود قدامك، بس أقدر أطلبه لك خلال كذا يوم,أستطيع طلبه لك خلال أيام,مشتركة,عربية مشتركة,منتج غير موجود,الجميع,محترم وودود,منخفضة,لا,🔥 شائعة جدًا,يحول الرفض لصفقة آجلة
O024,عندنا بديل أحسن منه، شوفه قبل ما تقرر,عندنا بديل أفضل منه,مشتركة,عربية مشتركة,منتج غير موجود,الجميع,شعبي,منخفضة,لا,🔥 شائعة جدًا,البديل قبل الاعتذار
O025,راح يكون عندنا الأسبوع الجاي، أخذ رقمك ونكلمك أول ما يوصل,سيتوفر الأسبوع القادم وسنخبرك,مشتركة,عربية مشتركة,منتج غير موجود,الجميع,محترم وودود,منخفضة,لا,⭐ شائعة,يحول الخروج لانتظار
I001,نغلفها لك؟,هل نغلفها لك؟,مشتركة,عربية مشتركة,إغلاق,الجميع,شعبي,منخفضة,لا,🔥 شائعة جدًا,الافتراض الأنعم
I002,نحسبها لك؟,هل نحسبها لك؟,مشتركة,عربية مشتركة,إغلاق,الجميع,شعبي,منخفضة,لا,🔥 شائعة جدًا,الحسبة تساوي الإغلاق
I003,خلاص، اتفقنا؟,حسنًا، هل اتفقنا؟,مشتركة,عربية مشتركة,إغلاق,الجميع,شعبي,متوسطة,لا,🔥 شائعة جدًا,
I004,تاخذها ولا تاخذ الثانية؟,تأخذ هذه أم الثانية؟,مشتركة,عربية مشتركة,إغلاق بخيارين,الجميع,شعبي,متوسطة,لا,⭐ شائعة,خياران كلاهما شراء
I005,نغلفها هدية ولا عادية؟,نغلفها كهدية أم عادية؟,مشتركة,عربية مشتركة,إغلاق بخيارين,الجميع,شعبي,متوسطة,لا,🔥 شائعة جدًا,
I006,تاخذها اليوم ولا نوصلهالك؟,تأخذها اليوم أم نوصلها لك؟,مشتركة,عربية مشتركة,إغلاق بخيارين,الجميع,شعبي,متوسطة,لا,⭐ شائعة,
I007,أحسنت الاختيار، والله ما بتندم,أحسنت الاختيار ولن تندم,مشتركة,عربية مشتركة,تثبيت بعد نعم,الجميع,شعبي,عالية,لا,🔥 شائعة جدًا,تأكيد قراره
I008,خلني أظبطها لك أحسن شكل,دعني أهيئها لك بأحسن شكل,مشتركة,عربية مشتركة,تثبيت,الجميع,شعبي,عالية,لا,⭐ شائعة,يبدأ بالتنفيذ
I009,هذي صارت أمانة عندي — نرتبها لك أحسن ترتيب,هذه أصبحت أمانة عندي,مشتركة,عربية مشتركة,تثبيت,الجميع,شعبي,عالية,لا,⭐ شائعة,
I010,أنا رابح فيك، وأنت رابح في البضاعة — صفقة طيبة,أنا رابح بك وأنت رابح بالبضاعة,مشتركة,عربية مشتركة,تثبيت,الجميع,شعبي,عالية,لا,⭐ شائعة,إعلان الربح المزدوج
I011,آخر قطعة — إذا ما خذيتها اليوم، بكرة بتنندم,آخر قطعة، إن لم تأخذها اليوم,مشتركة,عربية مشتركة,إغلاق بالندرة,الجميع,شعبي,متوسطة,لا,⭐ شائعة,
I012,العرض ينتهي اليوم — القرار قرارك، بس أذكّرك,العرض ينتهي اليوم والقرار قرارك,مشتركة,عربية مشتركة,إغلاق بالوقت,الجميع,شعبي,متوسطة,لا,⭐ شائعة,
I013,براحتك، ما فيش استعجال — احسبها بهدوء,لا استعجال، احسبها بهدوء,مشتركة,عربية مشتركة,إغلاق مع مماطل,الجميع,شعبي,متوسطة,لا,⭐ شائعة,
I014,نقبل كاش، شبكة، أو على دفعات,نقبل النقد أو الشبكة أو الدفعات,مشتركة,عربية مشتركة,تسهيل الدفع,الجميع,محترم وودود,منخفضة,لا,⭐ شائعة,
I015,الفاتورة معك — وكل شي موثق,الفاتورة معك وكل شيء موثق,مشتركة,عربية مشتركة,توثيق,الجميع,محترم وودود,منخفضة,لا,⭐ شائعة,
XS001,خذ معها هذا — يكملها وبيطلع الشكل أحلى,خذ معها هذا ليكملها,مشتركة,عربية مشتركة,بيع إضافي,الجميع,شعبي,منخفضة,لا,🔥 شائعة جدًا,
XS002,عندنا الشي اللي يناسبها — كثير ياخذون الاثنين مع بعض,عندنا ما يناسبها وكثيرون يأخذونهما معًا,مشتركة,عربية مشتركة,بيع إضافي,الجميع,شعبي,منخفضة,لا,🔥 شائعة جدًا,
XS003,هذا الحزام/الحقيبة/الغطا — يضبط معها بالضبط,هذا ينسق معها تمامًا,مشتركة,عربية مشتركة,بيع إضافي,الجميع,شعبي,منخفضة,لا,⭐ شائعة,
XS004,شوف: هذا مع هذا — صاروا طقم كامل,انظر، أصبحا طقمًا كاملًا,مشتركة,عربية مشتركة,بيع إضافي,الجميع,شعبي,منخفضة,لا,⭐ شائعة,
XS005,لو أخذت هذا معه، بيوفر عليك مشوار ثاني,سيوفر عليك مشوارًا آخر,مشتركة,عربية مشتركة,بيع إضافي,الجميع,شعبي,منخفضة,لا,⭐ شائعة,تبرير بمصلحته
XS006,الزبون اللي أخذها البارحة رجع أخذ هذا,الزبون الذي أخذها أمس عاد لهذا,مشتركة,عربية مشتركة,بيع إضافي,الجميع,شعبي,منخفضة,لا,✅ مفيدة,إثبات اجتماعي
XS007,لأنك أخذت هذا، أعطيك الثاني بخصم,لأنك أخذت هذا أعطيك الثاني بخصم,مشتركة,عربية مشتركة,بيع إضافي,الجميع,شعبي,منخفضة,لا,🔥 شائعة جدًا,الخصم المشروط
XS008,بس تزيد شوي، تاخذ الأفضل — والفرق بسيط,بزيادة بسيطة تأخذ الأفضل,مشتركة,عربية مشتركة,ترقية,الجميع,شعبي,منخفضة,لا,🔥 شائعة جدًا,تأطير الزيادة البسيطة
XS009,النسخة الأكبر أوفر لك على المدى الطويل,النسخة الأكبر أوفر لك طويلًا,مشتركة,عربية مشتركة,ترقية,الجميع,شعبي,منخفضة,لا,⭐ شائعة,
XS010,خذ الأصلية، التقليد يندمك بعد شهر,خذ الأصلية فالمقلد يندمك,مشتركة,عربية مشتركة,ترقية,الجميع,شعبي,متوسطة,لا,⭐ شائعة,للإلكترونيات والأحذية
XS011,الأغلى تدفعه مرة، والأرخص تدفعه مرتين,الأغلى تدفعه مرة والأرخص مرتين,مشتركة,عربية مشتركة,ترقية,الجميع,شعبي,متوسطة,لا,⭐ شائعة,
XS012,نجمع لك الحسبة كاملة؟ بطلعلك سعر أحسن,نجمع لك الحساب كاملًا بسعر أفضل,مشتركة,عربية مشتركة,تجميع,الجميع,شعبي,منخفضة,لا,⭐ شائعة,التجميع عادة شرقية
XS013,عندك مناسبة قريبة؟ جهزلك هدية كاملة,عندك مناسبة قريبة؟ نجهز لك هدية,مشتركة,عربية مشتركة,تجميع,الجميع,شعبي,منخفضة,لا,⭐ شائعة,
V001,الله يسلمك، شكرًا من القلب,الله يسلمك، شكرًا من القلب,مشتركة,عربية مشتركة,شكر,الجميع,محترم وودود,متوسطة,لا,🔥 شائعة جدًا,
V002,شكرًا لثقتك — هذا أهم شي عندنا,شكرًا لثقتك فهي الأهم عندنا,مشتركة,عربية مشتركة,شكر,الجميع,محترم وودود,متوسطة,لا,⭐ شائعة,
V003,نستناك على طول، المحل بيتك,ننتظرك دائمًا فالمحل بيتك,مشتركة,عربية مشتركة,دعوة عودة,الجميع,شعبي,عالية,لا,🔥 شائعة جدًا,
V004,مرة ثانية، وعلى خير,إلى مرة ثانية وعلى خير,مشتركة,عربية مشتركة,وداع,الجميع,محترم وودود,متوسطة,لا,🔥 شائعة جدًا,دعاء وتوديع شرقي
V005,لا تنسانا — إحنا موجودين دايمًا,لا تنسنا فنحن موجودون دائمًا,مشتركة,عربية مشتركة,دعوة عودة,الجميع,شعبي,متوسطة,لا,⭐ شائعة,
V006,بكرة عندنا بضاعة جديدة — تعال شوفها,غدًا عندنا بضاعة جديدة تعال,مشتركة,عربية مشتركة,دعوة عودة,الجميع,شعبي,متوسطة,لا,⭐ شائعة,سبب محدد للعودة
V007,سلملي على صحابك — وجيبهم معك,سلم على أصدقائك وأحضرهم معك,مشتركة,عربية مشتركة,إحالة بلطف,الجميع,شعبي,عالية,لا,⭐ شائعة,
V008,الله يوفقك، وترجع بالسلامة,الله يوفقك وتعود بالسلامة,مشتركة,عربية مشتركة,وداع,الجميع,محترم وودود,متوسطة,لا,⭐ شائعة,
V009,تساهيل، وفي أمان الله,ميسرة، وفي أمان الله,عمان/خليج,عمانية/خليجية,وداع,الجميع,شعبي,متوسطة,لا,⭐ شائعة,
V010,الله معك، ونورتنا — المرة الجاية على طول,الله معك، أنرتنا، عُد إلينا,مشتركة,عربية مشتركة,وداع لمن لم يشترِ,الجميع,محترم وودود,متوسطة,لا,⭐ شائعة,
V011,يا هلا بزبوننا الغالي! من زمان ما شفناك,أهلًا بزبوننا الغالي، اشتقنا لك,مشتركة,عربية مشتركة,ترحيب دائم,دائم,شعبي,عالية,لا,🔥 شائعة جدًا,
V012,حجزت لك اللي طلبته — وصل أمس,حجزت لك ما طلبته فقد وصل أمس,مشتركة,عربية مشتركة,ترحيب دائم,دائم,شعبي,عالية,لا,⭐ شائعة,تذكر الطلبات ذهب
V013,أنا أعرف ذوقك — هذي بتناسبك,أعرف ذوقك وهذه ستناسبك,مشتركة,عربية مشتركة,بناء علاقة,دائم,شعبي,عالية,لا,⭐ شائعة,
V014,كيف العيلة؟ كيف الأهل؟,كيف العائلة والأهل؟,مشتركة,عربية مشتركة,اهتمام شخصي,دائم,شعبي,عالية,لا,⭐ شائعة,
V015,كل 5 مشتريات، السادسة عليّ (هدية),كل خمس مشتريات والسادسة هدية,مشتركة,عربية مشتركة,وفاء,الجميع,شعبي,منخفضة,لا,⭐ شائعة,
V016,خذ رقمنا — إذا وصلك شي جديد نكلمك,خذ رقمنا لنخبرك بالجديد,مشتركة,عربية مشتركة,تواصل,الجميع,محترم وودود,منخفضة,لا,🔥 شائعة جدًا,أعذر طريقة للحصول على تواصل
V017,نقدر نرسلك على الواتساب صور البضاعة الجديدة؟,هل يمكن إرسال صور الجديد واتساب؟,مشتركة,عربية مشتركة,تواصل,الجميع,محترم وودود,منخفضة,لا,⭐ شائعة,صريح ومريح
V018,غبت عنا فترة — إحنا نشتق لزبوننا الأول,غبت عنا فترة ونحن نشتاق إليك,مشتركة,عربية مشتركة,استعادة زبون,دائم,شعبي,عالية,لا,⭐ شائعة,بلا عتاب
V019,ولا يهمك، احنا عارفين إنك مشغول — بس بابنا مفتوح,لا بأس فنحن نعلم أنك مشغول,مشتركة,عربية مشتركة,استعادة زبون,دائم,شعبي,عالية,لا,⭐ شائعة,يمنحه عذرًا كريمًا
V020,إذا عجبتك — قل لغيرك، وإذا ما عجبتك — قل لي أنا,إن أعجبتك فأخبر غيرك وإن لم تعجبك أخبرني,مشتركة,عربية مشتركة,عبارة ذهبية,الجميع,شعبي,عالية,لا,⭐ شائعة,أشهر عبارات جودة الخدمة الشعبية
